"19",2009-07-01,3.1,2.5,1.5,5.3,-1,2.2,-2.8,5.7,1103201,119385,1028187,1084672,423450,3184521,479470,3662624,232374.9,23018,244943.9,315671,147181.8,71628,129117,397132,2859.78,2531.6,26953.1,40995,24789,8844,19992.5,4595.1,206598.4,23547,259924.9,362030,243012.2,71991,147806,398939,0.3,1,0.2,0.6,0.3,0.1,0.2,-0.2,11674.3,10622,99671.9,122421,75804.6,31047,59616,15768.1,42.4,40.1,82.6,71.7,117.4,56.8,49.4,38.8,16190.3,10562,115932.8,123148,77122,39058,50362,20246.6,0.8,1.5,1.6,-0.2,NA,-0.9,-0.9,2.7,-1.6,-4.6,-1.3,-5.2,-2.9,-2.5,3.3,-2,0,-1.5,-13.8,17.9,-22.9,-10.3,-95.9,-9.4,4.7,7.4,2.6,6.1,3.2,5,0.2,4.7,0.7,1.2,-0.8,-0.7,-0.1,-0.1,-1.3,1.8,-7.8,-14,-17.4,-11.4,-14.6,-13.3,-15.8,-4.8,-0.7,2.8,-1.9,-2.3,1.2,0.1,-2.4,2.1,5.8,8.5,9.1,7.4,7.9,5.5,18,8.5
"20",2009-10-01,5.9,5.9,-1,8.7,-1,5.5,-4.2,4.9,1107532,123137,1044552,1114315,434100,3498335,495318,3581602,233021.5,22595,265748.6,350455,181873.9,78379,138621,393662,2823.76,2455.6,26859.7,41123,24603.3,8802,19728.9,4465.8,218746.5,24793,279459.2,369959,238013.8,71246,155353,422236,0.2,-0.7,0.8,0.8,0.2,0.7,0,0.4,11264.4,11203,111299.7,124158,85321,31878,64010,20175,43,44.1,84.1,72.3,116.1,56.3,53.1,41.2,16711,11752,122880.7,134524,100261.2,43350,62191,22320.2,-0.4,2.1,0.3,1.6,NA,0,-0.4,2.7,1.1,-2.3,0.2,-2.2,-0.9,-1.1,3.2,1.6,0.8,2.6,-14.8,21.2,-22.2,-25,-97.2,-7.2,-0.9,5.5,2,2.4,1.8,3.3,-0.1,0.2,0.8,0.6,-0.2,-0.1,0.3,0.4,-0.6,1.8,-4.2,-6.5,-10.7,-6.9,-11.2,-7.3,-6.5,-2.7,-1.7,-5.1,-0.9,-3.4,0.4,-1.1,-2.6,1.3,7,9.1,9.5,7.2,8.3,5.8,18.6,8.9
"21",2010-01-01,3.4,-0.6,-0.9,5.4,-4.7,5,-5,6.4,1172201,127610,1061798,1170609,436746,3499846,502956,3478180,234914,22119,251246.2,307003,145269.6,72598,126810,389593,2753.51,2430.8,26811.8,40564,24545.6,8689,19507.8,4431.1,212955.8,22964,274035.9,344832,237525.2,70897,159314,402171,0.9,0.9,0.2,0.7,0.5,0,-0.1,1.6,10177.3,8821,100772.4,105242,75844.1,31092,57023,16018.8,45.5,46.1,85.9,72.5,118.2,57.2,54.7,39.2,16290,10729,118031.8,124976,75835.6,39970,50960,21150.8,0.6,2.3,0.7,-1.4,NA,-0.4,-1.3,1.5,3.4,3.6,1.9,2.9,1.3,1.7,3.2,3.1,7.2,5,-14.8,21,-21.6,-21,-95.8,-10.6,0,-1.3,0.9,-0.7,-0.3,-1.1,-1.4,-0.6,1.9,1.6,1.2,0.7,1.3,0.4,0.7,2.7,9.2,11.5,5.9,1,0.8,-4.1,11.3,7.3,-2.6,-6.3,-0.4,-1.3,0,-2,-2,1.1,7.5,9.4,9.5,7,8.6,6.2,19.1,9.2
"22",2010-04-01,6.1,-0.8,-1.8,4.7,-2.8,6.9,-3.3,5.9,1225321,131476,1069261,1231721,440673,3615233,517568,3449730,244337.4,23086,257171.4,320755,161668.5,87612,135675,413047,2797.81,2527.2,26938.5,41004,24659.5,8800,19638.9,4542.2,216049,24668,271758,359865,241525.1,72861,155119,432069,0.4,2.9,0.5,2.2,0.6,0.9,0.1,3.3,11088.6,10613,106316,129685,86356.3,33625,60038,21000.5,47.7,48.2,88.2,73.2,119,58.8,56.7,38.5,16737.9,11101,121300,123713,81589.9,43739,58827,23214.6,2.1,0.9,2,1.6,0.9,-0.1,1.6,1.2,4.8,4.9,2.2,4.3,2.6,2.7,2.2,5.6,8.4,13.3,-13.4,22.2,-19.7,-21.3,-90.4,-15.7,-1.8,-2.1,0.9,-1.5,1.2,-2.5,-0.1,-3,2.4,1.6,1.9,1,1.8,0.7,2.4,2.1,11.6,14.1,12.4,5.2,4.9,-2.2,16.6,5.5,-0.8,-5.9,0.8,1.5,-0.1,-0.9,-0.5,1,7.7,8.6,9.3,6.8,8.7,6.1,19.8,9.4
"23",2010-07-01,7.5,1.1,0.8,4.7,-2.5,6.3,-2.9,5.5,1224890,136085,1105769,1205807,446990,3689540,518687,3356840,233252.1,23822,252120.4,325887,149503.6,71764,128668,411285,2809.57,2535.6,27047.7,41314,24575.9,8821,19738.5,4668.2,213469,24455,270038.4,372075,251167.9,73637,152190,418516,1.4,-0.5,0.7,1,0.3,0.1,-0.1,1.4,11039.8,11403,104968.6,132468,78078.9,29132,56677,19742.3,47.5,48.2,86.3,73.3,119.6,58.7,57.7,37.6,16571,10682,118865,125538,77728.3,40297,50244,22933.5,0.8,1.1,2.7,0,0.8,0.1,-1.7,1.5,4.7,2.2,2,3.8,2.3,1.9,1.4,5.6,12.6,13.3,-11.5,19.7,-22.5,-17.7,-94.9,-20.3,-2.5,1.2,0.9,-1.4,0.8,-1.5,-0.8,-3.4,2.2,1.3,1.9,1.2,1.8,1.3,1.8,1.4,9.6,9.8,10.2,4.6,5.4,5.1,11.8,3.3,0,-6,1.6,2.6,-0.1,0.8,0.2,0.7,7.7,8.6,9.2,6.4,8.5,6.2,19.9,8.9
"24",2010-10-01,8.5,5.3,-0.6,8.1,-3,8.2,-3.2,5.8,1244176,140451,1165280,1223562,445007,3735777,535965,3550130,241431.2,23569,272190.7,363458,183736.9,79926,137662,415692,2798.5,2470.4,26995,41515,24596.2,8804,19538,4549.9,227786.4,26141,290564.8,382157,246051.3,73462,159782,444051,-0.6,2.1,0.6,0.7,0.9,0.9,0.1,1,11496.6,12100,116743.2,134373,87171,31155,61879,25635.5,46.1,50.1,86.3,81,118.7,58.9,60.3,38.6,17053.2,12074,124216.1,137795,99562.2,44704,60619,26457.5,-1,0,1.2,-0.6,0.1,-0.6,-0.1,1.6,3,4.9,1.5,3.6,2.2,1.8,1,5.7,12.8,15.5,-9.3,20.6,-20,-19.2,-90.5,-5.5,1.4,-1.6,0.7,-0.9,-0.8,0,-0.5,-2.1,2.3,2.4,1.8,1.3,2,1.4,2.5,1.6,9.1,10.3,10.7,5.1,6,5.1,12.5,5,1.6,2.6,0.6,2.9,0.7,1.2,0.3,1.2,8.1,8.3,9.2,6.3,8.6,6,20.1,8.4
"25",2011-01-01,5.4,-1.2,-2.7,6.1,-5.5,10.5,-5.2,6.7,1223360,137367,1138310,1238781,457186,3890731,531498,3581891,238099.8,23356,259459.7,320244,148881,74845,124554,415184,2747.23,2455.6,26964.6,41038,24557.5,8779,19117.3,4556.8,218031.2,24364,285864.4,357148,245552.6,73539,161609,417422,0.7,0.4,1.3,1.8,0.5,1.1,-0.1,0.6,10396.1,9545,106679.4,121748,79871.5,33935,53143,19908.3,48.2,48.8,87.5,79.8,119,59.1,64.1,36.2,16135,10987,121606.2,127079,75773.2,40105,51170,24584.8,-1,1.3,0.7,2.7,-0.5,0.1,-3.4,0.9,2.7,4.3,2.9,4.9,2.3,1.9,2.3,3.9,13.8,16.2,-9.9,21.3,-21.9,-19,-94,-3.3,-1.2,0.4,0.2,-1.8,0.6,0.2,-2,-0.6,2.6,3.1,2,2,2,1.9,3,1.4,10,17.7,13.2,8.5,9.2,7.4,17.6,5.7,2.2,3.3,0.1,2.7,1.9,0.8,0.1,0.5,8,8.3,9.2,6,8.2,5.8,20.4,8.1
"26",2011-04-01,5.9,-3.8,-0.9,5,-2.7,4.3,-1.5,4.7,1256267,133117,1153295,1254395,461502,3966243,536205,3582812,248012.3,24383,265212.2,336155,164678.5,89768,132861,439110,2796.02,2572.8,27203.9,41471,24805.3,8858,19303.5,4653.9,223750.4,26558,280685.3,373827,251648.6,75843,154940,451426,0.9,-0.2,0,0.3,-0.2,-0.1,-0.3,0.7,11520.7,11057,111464.7,139507,86679.2,34420,55249,24838.8,49.7,48.4,89,79.2,120.3,60,66,36.4,16757.9,11708,123683.7,127585,78895.7,43743,57796,25786.2,2.3,1.8,1.9,1.2,2,-1.4,-1.2,0,2.1,0.1,1.6,2.6,0.9,1.6,1.3,0.9,17.3,16.1,-11.7,20.1,-21.6,-16.7,-94.3,-5.3,-0.5,4,0.8,0.9,0.1,-0.1,-1.7,2.4,2.9,3.4,2.2,2.7,2.9,2.1,3.5,1.8,9.5,15.7,13.1,10.4,10.6,7.7,17.6,7.1,2.6,4.5,0.4,1.7,2.5,1.8,1.1,0.5,7.3,7.7,9.1,5.6,8,5.8,20.6,7.8
"27",2011-07-01,6.5,0.9,0.4,5.6,-2,7.3,-1.3,6.9,1302511,133987,1168775,1283796,461733,3985092,532232,3680299,236202.3,25042,259323.4,339350,151258.6,73542,125139,437709,2807.62,2574.4,27296.4,41774,24706.7,8897,19208.4,4767.2,217909.4,26127,275548.9,383486,258645.3,75930,152091,431066,-1.3,0.1,0.4,0.5,-0.4,-0.1,-0.6,0.5,11141.3,12024,108012.3,142916,78429.9,29906,51813,21336.3,52.6,50.1,88.3,78.9,118.4,60.6,66.4,35.7,16367.8,11141,121384.8,127893,74792.7,40393,49686,24728.2,-3.3,-0.2,2,-0.5,-0.3,-0.4,-3.6,-0.2,-0.2,1,1.1,2.1,0.2,0.7,2.3,1,24.5,17,-9.8,17.7,-19,-11,-94.2,-3.6,1.5,2.5,1.1,0.8,0.1,1.2,-2.2,2.8,2.9,3.7,2.1,2.6,2.1,3.2,3,1.6,9.6,14.7,11.3,10.6,10.6,9.3,15.9,6.3,3.1,5.3,1.9,1.7,2.3,1.7,2.3,0.9,8.2,8,9.2,5.5,8.4,6,21.4,7.9
"28",2011-10-01,7.6,-1.9,-0.2,8.4,-1,7,-2.5,3.9,1344580,134036,1252232,1310913,478218,4060861,545618,3628795,244505.7,24295,280382.8,377711,184249.1,81732,133186,434100,2795.67,2512,27157.4,41998,24547.6,8863,18891.6,4630.7,232661.6,27369,293330.9,391501,250586,74878,156868,452334,0.8,0.1,0.3,0,-1,-0.5,-0.6,-1.7,11967.7,12654,121313.8,145434,84981.1,32492,55104,25805.2,50,52,88.7,78.5,119.1,61.2,69.5,37.7,16696.6,12474,127571,140864,101081.3,44586,60334,27587.5,-3.6,-0.6,-0.9,0.7,-0.7,-1.9,-5.2,-2,1.1,-1.6,1,0.9,-1.4,-0.4,1.4,-2,27.7,13.9,-8.7,18.2,-18.1,-11.6,-93.3,-8.4,0.3,3.3,1.7,1.7,1.7,2.5,-1.2,4.2,2.7,3.2,2.5,2.8,3.7,2.8,3,1.1,9.7,14.7,11,11.1,13.9,8.6,14.5,4.3,3.8,4.5,3.2,3.2,2.5,1.9,2.1,0.5,8.2,7.8,9.3,5.3,8.9,6.4,22.4,7.9
"29",2012-01-01,2.2,-4.5,-1.9,6.8,-3,7.8,-4,6.2,1372325,134786,1267660,1344675,488730,4162197,545049,3665565,241313.2,24650,265737,332803,148471.5,75943,119367,431292,2736.73,2487.6,27134.8,41574,24445.3,8791,18358.7,4608.9,224219.3,26262,288549.7,372370,245388.3,74280,160209,425803,-0.2,-0.6,0,0.2,-1.1,-0.1,-0.9,0.5,11355.3,10382,110940.4,127806,74417.3,31331,47944,21210.3,48.5,52.5,91.1,79,122.3,62,73.6,36.8,16317,11781,124114.4,130428,75918,40586,49272,25548.1,0,1.7,-1.3,0.8,-0.4,-1.8,-5,1.2,0.6,-1.2,0.4,0.3,-2,-1.2,2,-0.9,29.3,5.9,-11.5,18.3,-20.7,-6.4,-92,-7.4,1.1,5.5,1.7,2.1,1.8,2.9,-1.6,3.4,2.7,3,2.6,2.4,3.4,2.9,2,0.8,4.9,6.6,7.7,7.1,15.5,7.7,7.9,0.9,4.8,5,3.2,2.9,2.2,1.7,2.1,0.5,7.5,7.9,9.5,5.1,9.7,6.6,23.2,8
"30",2012-04-01,7.5,-2.6,-1.2,6.4,0.2,7.7,0.2,4.8,1394564,140993,1296937,1373593,492317,4238651,543291,3676250,249353.6,25426,271347.9,350322,161607,91188,125813,458211,2774.76,2586.4,27316.4,41981,24803.2,8862,18448.5,4689.2,228981.8,26720,282728,381474,249156.1,75923,153046,456418,0,-1,-0.4,0.1,-0.8,0,-1,0.3,12011.3,11706,111753.8,142287,79111.5,32762,49836,24268.3,49.8,56,92.6,80.4,124.5,63.5,77.1,37.1,16831.8,12167,126651,131246,77670.9,44324,54921,26915.4,1.5,1.1,0.1,1.2,-0.8,-1.7,-3.2,1.5,0,-2.1,-0.8,-0.9,-3.5,-0.5,1.3,-1.6,32.4,10.3,-10.9,20.3,-18.7,-3.2,-91.1,-7,1.3,5.9,3,3.7,1.2,2.7,-1.6,5,2.2,3,2.4,2.2,3.7,2.8,2,1,2.5,5.3,5.4,5.5,15.6,7.8,8.8,1.1,4.3,4.8,3.2,3.4,2.3,1.2,1.6,0.3,8.4,7.6,9.6,5.1,10.7,6.8,24.2,7.6
"31",2012-07-01,7.1,-0.1,-0.2,6.7,0.5,6.1,2.2,6.1,1421211,144404,1297367,1388161,501230,4345949,531939,3583610,238838.4,25408,265391.1,353010,148851.8,74598,117780,454804,2783.12,2591.2,27367.9,42252,24687.6,8843,18387.4,4796.8,223531.1,26718,278016.2,392953,254377.6,75873,149558,438343,0.2,-0.4,0.2,0.2,-0.7,-0.5,-0.5,0.4,11796.6,12343,108827.8,143612,71168.1,28101,46208,21804.9,50.5,55.4,91.3,79.8,125.9,64.4,78.7,37.2,16748.6,11696,123955.7,131925,75031.1,40820,47470,27657.4,0.3,-0.1,0.6,1.5,-1.9,-3.9,-3.7,1.2,1.5,-2.7,-0.2,-1.1,-3.4,-0.5,1.5,-1.5,35.9,11.4,-11.7,20.7,-19.1,-0.3,-92.5,-10,0.5,3.6,2.7,3.8,2.1,2.8,-2.1,4.6,2.2,3.1,2.2,1.9,3.6,2.6,2.2,0.7,1.7,2.2,3.6,4.4,12,4.5,7.8,-1.8,4.3,6.2,2.4,3,2.6,1.3,1.1,1.9,7.5,7.8,9.7,5.1,11,6.8,25,8.1
"32",2012-10-01,7.4,-1.7,-0.5,8.8,1.3,9.6,2,5.1,1387557,145367,1295271,1461814,491232,4336154,564726,3527378,248019.8,24773,286303.6,392673,181179.4,82545,120991,453137,2774,2511.6,27193.7,42454,24434,8813,18043.4,4657.6,239654.7,28078,297099.6,399461,247288.5,74586,154342,460178,0,-0.1,0,-0.3,-0.7,-0.6,-0.8,-0.5,12640.2,12287,120715.8,145208,77101.9,30174,49847,27944,48.7,57.9,91.7,79.8,125.9,65.7,89.6,38,17650.1,12862,131096.7,145271,96907.9,45293,53324,30448.5,-0.5,0.3,-1.4,1.3,-2,0.4,-1.4,0,0.7,-2.5,-0.1,-1.1,-2.6,-0.6,1.2,-0.7,36.1,10.7,-12.8,22,-22.9,3.1,-88.5,-15.6,1.5,4.1,2.4,3.9,1.6,2.6,-5,4.7,2.3,3.5,2.1,2.1,2.8,3.3,3.5,1.2,2.4,5.6,5,5.4,13.7,8.1,11.2,1.4,3.7,6.9,2.9,3.3,2.7,2.5,2.6,2.2,7.6,7.7,10,5,11.6,7,25.7,8.2
"33",2013-01-01,4,-2.4,-2.4,5.9,-0.9,12,-0.3,4.9,1414890,143288,1273083,1499253,495939,4412959,574827,3526459,244530.8,24667,269793.4,343190,145933.7,76955,113512,446113,2725.98,2470.4,27158.1,41948,24068,8670,17714.9,4644.2,230266,26103,290665.2,373803,241912.9,74638,154412,431939,0.7,-0.9,0.1,-0.6,-0.9,0,-0.3,0.5,11280.5,10163,107649.5,120498,67590.3,28552,43925,20866.6,47.9,58.9,93.6,79.4,129.5,66.2,97.1,40.7,16229.4,11987,125871.3,136399,74883,41388,47100,27759.2,1.3,0.6,-1.2,-0.3,-2.7,-2.7,-5.1,1.5,0.5,-2.6,-1.5,-2.6,-1.9,-0.3,0.6,-1.1,39.8,10.3,-16.2,22.3,-21.8,7.9,-88.6,-13.2,1.2,2.8,3.4,4.7,1.4,3.1,-1.2,3.8,0.9,2.6,1.4,1.9,2.4,3.2,2.8,0.6,0.9,0,2.1,4.3,5.4,4.2,5.3,-0.9,2.8,5.9,2.2,4.5,3.2,3.8,3.3,2.6,7.9,8.7,10.4,5.1,12.1,7.5,26.2,8
"34",2013-04-01,8.1,-2.8,-0.4,6.2,1.2,6.1,3.5,3.3,1398794,140288,1259160,1507145,493033,4503960,557724,3625079,255309,25745,276193.4,360058,158988.6,91416,119845,469836,2773.83,2573.2,27336.9,42288,24240.9,8739,17952,4734.6,234769,27772,285701.2,389744,244452.6,76600,148860,464918,0.2,0.4,0.9,1.2,0,0.4,-0.1,0.2,12216.8,11454,111519.7,143828,72863.8,30709,45592,25545,49.1,61.1,95.2,78.7,132.4,67.8,98.8,41.3,16813.3,12770,129385.1,136129,77666.4,44441,52881,29213.3,3.6,0.4,-0.1,2,-0.3,-2.1,-0.8,1.8,2,0,1.2,0.2,-0.1,1,1.4,0.1,39.2,9.1,-18.9,22.2,-23.5,4.3,-88.5,-8.3,0.3,1.6,1,1.7,0.5,0.9,-2.7,1.6,0.5,2.4,0.8,1.1,1.2,2.8,1.5,0,-1.5,-2.3,0,1.1,-0.9,0.3,-2.5,-3.6,1.7,7.8,1.8,3.9,2.6,2.9,2.7,3.3,8.3,8.2,10.5,5,12.2,8,26.3,8.4
"35",2013-07-01,8,-1,-0.6,5.7,1.6,8,3.1,5.2,1414882,139076,1265266,1516719,502669,4513510,562178,3619067,242848.9,25746,270997.5,363571,147755.3,74795,114716,468444,2790.51,2561.6,27409.7,42544,24188.6,8756,18093.1,4845.8,228548.4,27461,282995.1,402723,251885.7,77246,148030,451286,0.8,0.3,0,0.5,0.3,0.5,-0.1,0.8,12413,11710,109239,146496,67457.8,28226,43689,22492.2,49.6,58.5,94.2,77.5,131.9,67.3,100,41.2,16954.3,12046,127747,138202,73351.9,40998,46303,28137.1,0.1,-0.1,0.9,-0.2,-1.5,0.7,0.8,1.8,1.5,1.3,1.3,0.5,1.1,1.4,0.7,0.1,38.7,5.2,-20.6,24.1,-23.3,0.4,-91.1,-8.4,-0.2,1.1,1.1,1.6,0.2,0.6,-1.4,1.6,0.4,2.5,1.2,2,1.2,3.1,1.9,0.8,-0.3,1.2,1.8,3.3,0.3,1.4,-0.4,0.9,0.9,7.6,2,5.7,2.9,3.3,4.6,3.3,7.5,7.8,10.3,4.9,12.2,8.5,26.2,8
"36",2013-10-01,9.3,-1.3,0.9,8.9,2.1,7.6,2,4,1411985,136243,1246783,1517076,504040,4536531,554363,3709079,251539.5,24940,290930.6,404624,181436.2,81985,122080,467613,2782.7,2490,27315.7,42732,24078.5,8710,17867.6,4719.7,243515.9,28507,301345.2,405479,246315.7,76354,153822,475541,0,-0.2,0.7,0.1,-0.1,0.6,0.2,1,12898.3,12117,122581.3,150353,72759.1,33641,47292,27599.3,47.8,60.8,94.6,77.4,131.8,67.2,100,40.8,17489.7,13401,133832.3,151245,97452.7,44540,56247,30706.1,-1.4,-0.6,-1.1,0.1,-1.4,-0.3,-1.3,1.5,1.3,0.4,1.3,0.4,0.8,2.7,0.4,1.3,37.1,3,-19.4,24.4,-23.4,-1.9,-92.4,-15.9,-0.3,1.2,0.2,1.8,1.1,-1.9,1.6,0.4,0.4,1.7,0.7,1.2,0.7,1.3,0,0.2,-1.2,-2.5,-0.2,-0.1,-3.6,-3.1,-2.7,-1.3,0.3,4.4,0.1,3.9,1,1.1,1.6,1.8,6.8,8.1,10.1,4.8,12.6,8.5,26,7.9
"37",2014-01-01,4.9,-2.1,-2.9,6.7,-0.1,9.5,-1.2,3.2,1448611,134789,1269359,1549200,495228,4583754,558645,3786499,250223.9,24692,275142.5,357955,145465.2,76861,112294,462337,2741.43,2450,27326.7,42322,23922.5,8610,17642.2,4692.2,231369.2,26749,292641.2,381714,243174.1,75774,155699,445758,0,-0.9,-0.1,1,0,0.2,0.4,0.3,12071.6,9622,109453.3,134318,66210,29285,45470,22551.5,48.1,62.4,96.2,76.2,134.5,66.6,102.6,41.1,16603.5,12198,128233.2,141308,73443.1,41836,47564,27397.4,1.4,0.1,-1.2,0.9,-1.3,0.4,-0.3,2.9,1.2,0.4,1,2.3,0.8,2.2,1.2,1.2,31.6,1.9,-19.9,25.2,-25.2,1.8,-95.6,-15.7,0.4,0.8,0.6,0.9,-0.3,-0.9,-1.7,1.1,0.8,1.9,0.8,1.1,0.6,0.8,0.3,0.2,0.2,0.2,0.2,-1.7,-2.2,-1.8,0,-2.5,-0.3,4.1,0.3,3.5,1.1,0.8,1.2,0.8,7.5,8.4,10.2,4.8,13,8.6,25.5,8.2
"38",2014-04-01,7.8,-3.1,-1.9,6.1,1.3,7.8,1.8,1.3,1456505,130535,1286132,1572042,495818,4617483,569964,3847666,260755.8,25769,281262.9,374965,159224.2,91712,121499,491073,2792.58,2554,27524.8,42721,24186.5,8725,18111.1,4797,235561.8,28177,289723.7,395969,246269.3,77954,152276,485415,0.1,0.2,0.2,0,0,0.3,0.5,0.5,12678.3,11435,111904.5,149099,70177.3,30325,48039,26022,48.4,63.7,96.8,75.8,137.2,68,103.6,42.1,17017,12836,131477.3,141864,76190.7,44941,52711,28780.5,3.8,0.4,0.2,2,-0.9,0.6,1.7,2.2,-0.4,-0.1,0,0.2,0.2,1.8,0,0.9,34.5,1.1,-19.9,26.8,-24.7,6.7,-96.8,-6.5,1.8,0.9,1.3,2.6,0.1,-0.7,0.3,2,0.5,1.3,0.8,1.1,0.5,0.6,0.3,0.3,1.4,-1.1,-0.6,-1.3,-2.8,-0.8,1.6,-1.3,-0.7,-0.9,-0.7,1.6,0.1,0.3,0.2,-0.1,6.7,8.3,10.1,4.8,12.8,8.6,24.8,8.2
"39",2014-07-01,10,-0.7,0.3,7.2,2.3,9,3.4,4.6,1530582,130665,1320447,1625047,504635,4706443,593717,3904240,247262.2,25764,275262.4,378024,148675.4,75733,117165,488482,2806.05,2550.8,27565.8,42923,24283.4,8731,18363.4,4941.9,228792.6,27969,286690.9,409922,252390.9,78280,151811,467039,1.5,0.3,0.6,0.5,0,0,0.8,0.8,12677.6,11848,109694.2,151949,65981.9,27010,44899,22290.9,50.1,63.1,96.8,75.2,134.9,67.4,103.9,42.5,17217.6,12285,129373,143182,73291.9,41731,46612,27715.3,-0.5,-0.4,0.7,0.5,-1.1,0.6,0.2,3.3,1,-0.1,0.4,0.8,-0.3,1.6,0.3,0.3,39.4,-0.1,-18.7,29.6,-24.3,12.2,-94.9,-6.1,0.2,0.6,0.7,2,0.4,-0.1,0.2,1.9,0.5,1,0.6,0.7,0,0.3,-0.4,0.4,0.7,-0.8,0.8,-1.5,-2.8,-0.5,0.3,-1.2,0.3,-1.7,-1.7,0,-1,-0.6,-2.1,0.1,6.5,8.1,10.2,4.7,12.9,8.2,24.3,7.9
"40",2014-10-01,10.8,0.4,0.8,8.9,3.4,9.2,3.1,4.1,1516186,126788,1346680,1643356,509775,4849611,578226,3948215,257159.7,25150,295186.7,420926,182573,84437,125343,482369,2804.74,2485.2,27390.8,43059,24188.6,8755,18253.7,4790.5,244994.3,28954,305032.1,417131,247997.8,77652,156631,493891,-0.1,-0.1,-0.2,0.7,-0.1,1.4,1,0.7,13933,11800,120335.6,155039,73107,31392,48914,27934.3,48.7,64.8,96.2,74.5,134.8,67.2,104.4,45.7,17938.6,13502,135675.3,157169,98115.3,45318,55517,30675.3,-0.4,-0.6,-2,0,-1.5,0.4,0.2,1.6,0.7,0,0.5,1.7,-0.7,1.5,0.3,0.9,43.4,-3.3,-18.7,28.7,-20.9,24.6,-95.2,-3.4,0.7,1.4,0.8,1.3,0.8,1.4,0.1,0.6,0.2,1.2,0.5,0.7,0.2,0.4,-0.2,0.3,-0.7,-1.8,-1,-2.1,-2.5,-0.9,-1.1,-2.6,0.5,-1.1,-0.1,0.6,0,0.3,0.5,0.9,6.8,9.1,10.4,4.7,13,8.1,23.9,8.1
"41",2015-01-01,7.1,-2.3,-1.9,7.8,-0.7,14.7,-0.3,2.4,1666908,129716,1470267,1748173,535509,4958547,624423,4029817,256402.8,24962,278929.9,370524,147632.1,77309,117210,482182,2775.06,2462.4,27356,42605,24017.2,8653,18124.4,4787,234129.7,27189,298416.7,390568,246368.8,76659,159392,470952,0.8,-0.8,0.6,-0.2,0.4,0.4,1.2,1.2,12173.2,9691,108643.5,135964,67567.3,23401,46765,22875.7,47.6,66,98.1,74.2,137.5,68.2,104.5,45.2,17055.1,12389,129568.2,145974,72823.7,41684,48879,27296.6,0.7,0.1,-0.9,1.7,-2.2,1,-0.5,4.2,0.6,-0.9,1.2,0.6,0,1.6,0.7,1.1,36.4,0.8,-20.3,27.7,-21.7,39.2,-95.6,-1.1,0.7,1.9,0.1,2,1.1,-1.5,0.6,1.2,-0.3,-0.1,-0.4,-0.5,-0.5,-0.7,-1.5,0.4,-8.3,-10.2,-6.8,-8.9,-9.1,-7.2,-11.4,-5.6,0.7,-2.2,-0.3,-1.4,0,-0.9,-0.5,0.8,6,8.7,10.4,4.5,12.4,8.3,23.4,7.9
