"93",1998-01-01,NA,3.9,NA,-1,0.6,NA,-4.1,4,NA,NA,NA,NA,NA,NA,49652,NA,NA,13299,NA,243451,95064.7,NA,63060,218394,NA,2148.2,NA,37869,21815.7,NA,14896.5,4018.1,NA,13795,NA,269727,165610,NA,81740,241451,NA,-0.8,NA,1,-0.5,NA,0.8,0.5,NA,5773.3,NA,102039,53171.6,NA,29976.9,11088.8,NA,NA,NA,NA,NA,NA,65.2,65.8,NA,5855.6,NA,90968.6,43338.2,NA,21341,15015,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,3.6,2.5,NA,0.8,4.1,NA,NA,NA,NA,NA,NA,-33.9,NA,NA,-0.3,NA,-3,-3.8,NA,1.6,-5.2,NA,1.8,NA,0.7,1.9,NA,1.9,2.1,NA,0.5,NA,-2.4,0.2,NA,-1,2.8,NA,1.7,NA,1.7,0.3,NA,0.6,0.8,NA,11.8,NA,9.7,11.1,NA,17.1,8.8
"94",1998-04-01,NA,4.3,NA,-0.4,2.5,NA,-0.7,3,NA,NA,NA,NA,NA,NA,50730,NA,NA,13819,NA,254827,106165.5,NA,67889,235748,NA,2239,NA,38280,21989.6,NA,15156,4159.2,NA,14895,NA,274497,167913.9,NA,80286,258750,NA,2,NA,-0.5,0.6,NA,1.1,1.1,NA,6229.7,NA,115587.8,58771.9,NA,31503.7,13160.2,NA,NA,NA,NA,NA,NA,65.1,64.9,NA,6092.9,NA,92699.6,48075.5,NA,24258.6,15754.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,-0.3,1.1,NA,0.1,1.8,NA,NA,NA,NA,NA,NA,-34.7,NA,NA,0.3,NA,1.5,-2.4,NA,2.8,-4.1,NA,1.7,NA,0.9,2.2,NA,1.9,1.4,NA,0.4,NA,-1.5,-0.7,NA,-1.8,1.9,NA,1.6,NA,1.4,0.6,NA,1.3,1,NA,11.7,NA,9.6,11.5,NA,16.6,8.7
"95",1998-07-01,NA,5.9,NA,-1.6,2.7,NA,-0.2,4.1,NA,NA,NA,NA,NA,NA,53034,NA,NA,14613,NA,263643,98273.2,NA,67148,236148,NA,2260.2,NA,38784,22393.3,NA,15384.4,4263,NA,14723,NA,281543,170611.3,NA,80697,249909,NA,1.4,NA,0.5,0.1,NA,1,1,NA,7024.3,NA,118275.3,53310.7,NA,31512.6,11244.1,NA,NA,NA,NA,NA,NA,64.8,65.8,NA,6316.4,NA,94836,44839.1,NA,21416.9,15234.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,0.4,0.9,NA,-0.3,2.5,NA,NA,NA,NA,NA,NA,-31.8,NA,NA,1.1,NA,0.7,-2.9,NA,2.6,-4.1,NA,1.1,NA,0.8,2,NA,2.3,1.3,NA,-0.6,NA,-1.9,-1.2,NA,-3,-0.1,NA,2.2,NA,0.9,1.3,NA,2.3,1.1,NA,11.5,NA,9.4,11.3,NA,16.6,8.3
"96",1998-10-01,NA,6.3,NA,0.9,0.8,NA,-1.7,3.3,NA,NA,NA,NA,153491,NA,56851,977951,NA,14372,NA,298947,124569.4,NA,72358,238585,NA,2183.8,NA,39066,22232.2,NA,15453.9,4193.8,NA,15720,NA,296696,170922.5,NA,88995,275607,NA,0.9,NA,0,-0.3,NA,1,1.2,NA,7570.7,NA,120126.7,61730.3,NA,35756.6,14127.4,NA,NA,NA,NA,NA,NA,62.4,66.1,NA,6370,NA,108645.4,63781.8,NA,25809.3,15275.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,-0.1,-1.3,NA,-0.7,1.8,NA,NA,NA,NA,-9,NA,-36.1,-34.6,NA,3.5,NA,0.8,0.6,NA,3,-2.5,NA,1.1,NA,0.4,1.9,NA,1.5,0.1,NA,-2,NA,-4.9,-2.2,NA,-5.7,-1.5,NA,1.5,NA,0,1.5,NA,1.3,1.4,NA,10.9,NA,9.1,11.5,NA,16,7.4
"97",1999-01-01,NA,2.9,2.8,-1.7,0.4,NA,-4.3,3.8,NA,35324.8,242841,NA,180165,NA,63279,1091442,NA,14042,170053,250047,97248.6,NA,67856,233155,NA,2185.9,24711.2,38565,22054.6,NA,15573.1,4119.5,NA,14507,183467.5,279960,171431.1,NA,87540,254430,NA,1.6,0.7,1.2,0.5,NA,1,0.9,NA,6407,66804.8,104517,56723.4,NA,34222,11815.7,NA,NA,NA,NA,NA,NA,62,62.9,NA,6128,78881.3,96169,46138.8,NA,23218,15444.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,0.1,-0.5,-0.2,NA,-0.2,1.4,NA,-92.9,4.6,NA,-3.3,NA,-34.8,-40.4,NA,-0.9,1.5,1.3,1.7,NA,2.3,2.7,NA,0.5,0.3,0.3,1.4,NA,1.4,0.1,NA,-3.7,-5.5,-3.9,-4.5,NA,-5.2,-3.8,NA,0.9,1.1,-0.5,1.3,NA,0.6,3.3,NA,10.7,10.7,8.9,11.1,NA,14.8,7.3
"98",1999-04-01,NA,4.3,3.8,-0.7,1.2,NA,-2.7,4.1,NA,35620.2,298898,NA,181539,NA,89423,1091442,NA,14620,175296.3,262851,109910.9,NA,72647,250824,NA,2294.7,24982.4,38794,22298.3,NA,15874.4,4260.5,NA,15667,182697.7,286391,174860.5,NA,86063,272027,NA,0.5,0.6,-0.1,0.4,NA,1.1,0.5,NA,6967,70231,120837,62078.2,NA,36676,13597.2,NA,NA,NA,NA,NA,NA,61.4,62.6,NA,6343,79585.8,97616,48480.7,NA,26269,16147.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.5,0.6,-0.6,NA,-0.3,1.8,NA,-100.7,6,NA,-5.9,NA,-33.4,-23.9,NA,0.6,1.3,1.1,2.3,NA,1.8,2.1,NA,1.3,0.5,0.8,1.3,NA,2.3,0.3,NA,2.1,-2.2,3.1,-1.5,NA,-0.5,-2.4,NA,0.8,0.7,-0.1,1.4,NA,2.3,2.5,NA,10.4,10.8,8.7,11.1,NA,13.6,6.9
"99",1999-07-01,NA,6,4.2,-2.4,1.8,NA,-2.5,3.8,NA,37152,311511,NA,188337,NA,96241,1091442,NA,15532,175226.2,271294,102590.9,NA,71872,250403,NA,2297.9,25239.6,39399,22641.8,NA,16080.2,4337.4,NA,15506,183067.1,291251,178879.3,NA,87011,263849,NA,0.5,1.5,1.3,1,NA,1.4,1.3,NA,7401,70332.4,123207,56091.9,NA,35751,12835.6,NA,NA,NA,NA,NA,NA,60.2,60.9,NA,6330,78884.4,100618,45750.5,NA,22709,16315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.2,0.8,0.2,NA,0.1,2.4,NA,-100.2,7,NA,-4.7,NA,-32.5,-19.1,NA,2,0.5,0.4,2.3,NA,1.4,1.8,NA,1.4,0.4,0.5,1.7,NA,2.1,0.2,NA,4.5,0.5,5.5,1.3,NA,4.9,-0.3,NA,-0.4,-0.7,-1.7,0.7,NA,0.6,0.4,NA,10.2,10.5,8.5,11,NA,13.5,6.6
"100",1999-10-01,NA,7.3,2.8,0.1,-0.1,NA,-3.2,3.9,NA,41679.1,350371,458290,196318,NA,111734,1153194,NA,15270,188742.8,306642,129378.2,NA,78013,250803,NA,2234.7,25295.4,39743,22453.9,NA,16134.7,4262.8,NA,16304,199272.5,307297,180259.7,NA,94415,296059,NA,0.8,1.4,0.5,1.5,NA,1.1,1.4,NA,7710,74098.8,125745,64991.3,NA,40618,16251.6,NA,NA,NA,NA,NA,NA,60.9,60.7,NA,6912,81790.5,113192,67012.9,NA,27361,17326.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.9,1.1,2.6,NA,-0.2,2.7,NA,-181.2,0.9,3.1,-4.6,NA,-34.8,-32.3,NA,2.4,0.1,-0.4,-0.2,NA,2.5,0.5,NA,1.6,0.8,0.9,2,NA,2.4,1,NA,7.2,4.3,8.5,5.1,NA,7.8,2,NA,-0.3,0.5,-1.5,0.6,NA,1.4,1.6,NA,10.1,10.1,8.4,10.7,NA,13.2,6.4
"101",2000-01-01,NA,7.4,0.5,-0.7,-0.2,NA,-5.9,4.2,NA,50686.8,361910,NA,200307,NA,121137,1165155,NA,15047,179361.9,261618,102740.4,NA,73950,258107,NA,2215.9,25340.3,39527,22351.4,NA,16378.8,4208.4,NA,15491,195339.5,289084,181631.9,NA,97167,276020,NA,3,1,1.6,1.2,NA,1.6,0.4,NA,6802,73286.5,110370,63858.7,NA,39729,13525.3,NA,48.6,60.4,60.4,112.7,NA,59.7,57.4,NA,6390,82524.7,98998,48981.7,NA,24769,16678.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.5,1.6,3.4,NA,0.8,2.1,NA,-195.1,0.3,NA,-4.6,NA,-38,-45.7,NA,0.6,0.1,0.2,0.3,NA,2.2,6.1,NA,2.3,1.7,1.7,2.2,NA,2.9,1,NA,11.2,11.2,14.7,9.5,NA,11.8,5,NA,-0.7,0.7,-1.4,0.4,NA,2.1,-0.3,NA,10.1,9.8,8.2,10.6,NA,12.8,6.2
"102",2000-04-01,NA,3.5,1.7,-1.4,-0.9,NA,-3.6,3.1,NA,50420.1,389117,NA,203207,NA,131886,1238323,NA,15775,184989.6,273194,113445.2,NA,79425,275454,NA,2325.1,25623,39881,22670.4,NA,16708.5,4368.9,NA,16483,195762.6,296178,186101.9,NA,93725,294715,NA,0.8,1.1,0.8,0.7,NA,1.3,2.7,NA,7593,75005.3,123977,68649.5,NA,41910,16221.2,NA,46.7,60.4,59.8,112.6,NA,58.9,52.4,NA,6669,83085.3,98894,51198.7,NA,27644,17739.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.6,1.1,2.5,NA,0.2,2.9,NA,-186.1,-0.8,NA,-4.7,NA,-35.8,-33.1,NA,2,1,-0.2,-0.8,NA,2.9,3.8,NA,2.5,1.3,1,2.4,NA,3,1,NA,9,10.3,8.8,9.8,NA,13.9,5.4,NA,0.4,1.6,-1.4,1.1,NA,1.5,0.3,NA,10,9.4,8,10.3,NA,12,5.9
"103",2000-07-01,NA,10.3,1.5,-3.3,0.7,NA,-3.5,3.4,NA,63930.6,468915,NA,209050,NA,154653,1311760,NA,16415,184807.6,282246,106716.3,NA,78583,275667,NA,2367.1,25892,40188,23110.5,NA,16886.8,4438.1,NA,16135,193352.4,301893,189228.1,NA,94112,283714,NA,1.6,0.8,0.1,0.9,NA,1,1,NA,8270,75733.3,125307,61838.4,NA,40653,14372.9,NA,47.2,59.9,60,111.2,NA,58.2,50.7,NA,6672,82157.6,100724,50161,NA,25331,17460.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.1,0.4,1.5,NA,-0.2,2.9,NA,-154.5,2.4,NA,-5.2,NA,-37.1,-34,NA,-0.8,1.4,1.4,0.9,NA,3.7,4.3,NA,2.9,1.9,1.3,2.8,NA,3.7,1.3,NA,12.2,13.4,12.6,13,NA,12.9,6.8,NA,0.5,2.6,0.1,1.8,NA,3,0.9,NA,9.6,9.1,7.9,10,NA,11.9,5.6
"104",2000-10-01,NA,8.9,0.8,-0.6,-0.7,NA,-4,4.9,NA,68760.8,537134,590738,215103,NA,157385,1463795,NA,16062,199495.2,317574,133793.6,NA,84205,276039,NA,2291.1,25902.8,40306,23099,NA,16939.1,4375.6,NA,17099,208959.4,314659,189951.7,NA,101190,308358,NA,1.1,0.6,-0.4,1,NA,1.1,0.1,NA,8795,83666.5,127675,69859.9,NA,45899,17879.5,NA,45.1,59.7,59.2,108.7,NA,57.8,50.4,NA,7199,84763.5,115350,71513.6,NA,29972,17947.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.2,-0.3,0.1,NA,-0.4,0.8,NA,-155.8,2.2,1.6,-6.4,NA,-34.9,-32.8,NA,-1,1.7,2.3,0.8,NA,2.8,6.1,NA,3.4,2.1,1.5,2.7,NA,4,1.3,NA,12.1,11.7,15.5,11.9,NA,13.8,7,NA,1.4,3.2,0.5,2.3,NA,3.4,0.6,NA,9.5,8.8,7.8,9.6,NA,11.7,5.2
"105",2001-01-01,NA,8.9,1.9,-0.8,-0.3,NA,-6.1,4.9,NA,72485.9,532910,NA,224635,NA,165212,1453011,NA,16186,188021.3,268272,108355.2,NA,79274,275590,NA,2260.4,25885.3,39604,22940.5,NA,17044.7,4346.1,NA,16074,204284,299094,190102.8,NA,104026,285995,NA,0.5,0.6,2.2,0.8,NA,1,0.2,NA,7567,77731.9,110246,67662.2,NA,43670,13832.5,NA,44.8,58.8,58.2,110,NA,56.5,50.9,NA,6748,84929,100223,53601.3,NA,26337,16202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.8,2.1,0.8,NA,0.3,0.8,NA,-90.5,4.6,NA,-7.3,NA,-37.6,-43.9,NA,2.8,1.5,0.3,2.1,NA,2.3,2.2,NA,2.9,1.3,1.3,2.5,NA,2.9,1.6,NA,2.3,1.4,9.3,9.2,NA,6.6,6.4,NA,3.7,3.6,2,3.1,NA,4.1,1.2,NA,9.4,8.6,7.7,9.4,NA,10.8,6.1
"106",2001-04-01,NA,4.1,0.3,-1.1,-0.7,NA,-4,3.5,NA,68083.3,554598,NA,227401,NA,177700,1520823,NA,16733,193983.9,278214,118938.4,NA,84380,297370,NA,2365.6,26053.9,39806,23072.4,NA,17266.9,4452.3,NA,17485,205052.4,304226,193236.2,NA,101541,303969,NA,0.1,0,-0.3,-0.1,NA,0.8,-0.6,NA,8145,78757.7,121567,72326.3,NA,45630,15477.6,NA,44.2,59.7,57.6,110.1,NA,56,51.2,NA,7179,85426.7,100566,56245.1,NA,29819,17310.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.2,1.6,1,NA,0.4,-1.1,NA,-86.5,6,NA,-6.3,NA,-37.3,-36.1,NA,2.2,2.7,0.4,1.8,NA,2.2,6.6,NA,2.9,2,2.2,3,NA,3.6,2.9,NA,2.7,1.5,12.3,6.6,NA,3.5,10.4,NA,3.2,5.5,5,3.6,NA,5.2,3.2,NA,9.2,8.5,7.6,9.2,NA,10.4,5.8
